t_Android,t_unix,x,y,z,a
85041537116114,1701122001285,1.7976238,-3.274543,-1.7114917,3
85041557166114,1701122001328,1.7976238,-3.274543,-1.7114917,3
85041577216114,1701122001328,1.7976238,-3.274543,-1.7114917,3
85041597266114,1701122001366,1.7976238,-3.274543,-1.7114917,3
85041617316114,1701122001366,1.7976238,-3.274543,-1.7114917,3
85041637366114,1701122001410,1.7976238,-3.274543,-1.7114917,3
85041657416114,1701122001410,1.7976238,-3.274543,-1.7114917,3
85041677466114,1701122001446,1.7976238,-3.274543,-1.7114917,3
85041697516114,1701122001446,1.7976238,-3.274543,-1.7114917,3
85041717566114,1701122001486,1.7976238,-3.274543,-1.7114917,3
85041737616614,1701122001486,1.7976238,-3.274543,-1.7114917,3
85041757667114,1701122001526,1.7976238,-3.274543,-1.7114917,3
85041777717114,1701122001526,1.7976238,-3.274543,-1.7114917,3
85041797767114,1701122001566,1.7976238,-3.274543,-1.7114917,3
85041817817114,1701122001566,1.7976238,-3.274543,-1.7114917,3
85041837867114,1701122001606,1.7976238,-3.274543,-1.7114917,3
85041857917114,1701122001606,1.7976238,-3.274543,-1.7114917,3
85041877967114,1701122001646,1.7976238,-3.274543,-1.7114917,3
85041898017114,1701122001646,1.7976238,-3.274543,-1.7114917,3
85041918067114,1701122001686,1.7976238,-3.274543,-1.7114917,3
85041938117114,1701122001686,1.7976238,-3.274543,-1.7114917,3
85041958167114,1701122001727,1.7976238,-3.274543,-1.7114917,3
85041978217114,1701122001727,1.7976238,-3.274543,-1.7114917,3
85041998267114,1701122001767,1.7976238,-3.274543,-1.7114917,3
85042018317114,1701122001767,1.7976238,-3.274543,-1.7114917,3
85042038367114,1701122001807,1.7976238,-3.274543,-1.7114917,3
85042058417114,1701122001807,1.7976238,-3.274543,-1.7114917,3
85042078467114,1701122001847,1.7976238,-3.274543,-1.7114917,3
85042098517114,1701122001847,1.7976238,-3.274543,-1.7114917,3
85042118567114,1701122001890,1.7976238,-3.274543,-1.7114917,3
85042138617614,1701122001890,1.7976238,-3.274543,-1.7114917,3
85042158668114,1701122001926,1.7976238,-3.274543,-1.7114917,3
85042178718114,1701122001926,1.7976238,-3.274543,-1.7114917,3
85042198768114,1701122001967,1.7976238,-3.274543,-1.7114917,3
85042218818114,1701122001967,1.7976238,-3.274543,-1.7114917,3
85042238868114,1701122002008,1.7976238,-3.274543,-1.7114917,3
85042258918114,1701122002008,1.7976238,-3.274543,-1.7114917,3
85042278968114,1701122002047,1.7976238,-3.274543,-1.7114917,3
85042299018114,1701122002047,1.7976238,-3.274543,-1.7114917,3
85042319068114,1701122002088,1.7976238,-3.274543,-1.7114917,3
85042339118114,1701122002088,1.7976238,-3.274543,-1.7114917,3
85042359168114,1701122002127,1.7976238,-3.274543,-1.7114917,3
85042379218114,1701122002127,1.7976238,-3.274543,-1.7114917,3
85042399268114,1701122002167,1.7976238,-3.274543,-1.7114917,3
85042419318114,1701122002167,1.7976238,-3.274543,-1.7114917,3
85042439368114,1701122002208,1.7976238,-3.274543,-1.7114917,3
85042459418114,1701122002208,1.7976238,-3.274543,-1.7114917,3
85042479468114,1701122002248,1.7976238,-3.274543,-1.7114917,3
85042499518114,1701122002248,1.7976238,-3.274543,-1.7114917,3
85042519568114,1701122002288,1.7976238,-3.274543,-1.7114917,3
85042539618614,1701122002288,1.7976238,-3.274543,-1.7114917,3
85042559669114,1701122002330,1.7976238,-3.274543,-1.7114917,3
85042579734114,1701122002330,1.7976238,-3.274543,-1.7114917,3
85042599799114,1701122002372,1.7976238,-3.274543,-1.7114917,3
85042619849114,1701122002372,1.7976238,-3.274543,-1.7114917,3
85042639899114,1701122002409,1.7976238,-3.274543,-1.7114917,3
85042659949114,1701122002409,1.7976238,-3.274543,-1.7114917,3
85042679999114,1701122002449,1.7976238,-3.274543,-1.7114917,3
85042700049114,1701122002449,1.7976238,-3.274543,-1.7114917,3
85042720099114,1701122002488,1.7976238,-3.274543,-1.7114917,3
85042740149614,1701122002488,1.7976238,-3.274543,-1.7114917,3
85042760200114,1701122002529,1.7976238,-3.274543,-1.7114917,3
85042780250114,1701122002529,1.7976238,-3.274543,-1.7114917,3
85042800300114,1701122002568,1.7976238,-3.274543,-1.7114917,3
85042820350114,1701122002568,1.7976238,-3.274543,-1.7114917,3
85042840400114,1701122002610,1.7976238,-3.274543,-1.7114917,3
